CASENUM,VEH_NO,MONTH,HOUR,YEAR,DAY_WEEK,INJURY,REST_USENAME,HELMET,DRINKING,DRUGS,IMPAIRMENT
2.016E+11,2,3,13,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,20,2016,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,17,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,3,2,17,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,15,2016,1,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,3,17,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,12,2016,5,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,14,2016,3,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,14,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,17,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,18,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,11,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,7,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,23,2016,4,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.016E+11,1,4,18,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,23,2016,1,Fatal Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,3,7,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,19,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,13,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,13,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,12,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,15,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,20,2016,3,Fatal Injury,No Helmet,FALSE,TRUE,TRUE,NaN
2.016E+11,1,2,22,2016,6,Fatal Injury,Helmet,TRUE,NaN,NaN,NaN
2.016E+11,1,1,18,2016,6,Fatal Injury,Helmet,TRUE,NaN,NaN,NaN
2.016E+11,2,1,14,2016,6,Fatal Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,13,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,20,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,20,2016,5,Injury,No Helmet,FALSE,TRUE,FALSE,NaN
2.016E+11,1,3,21,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,15,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,12,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,Other Physical Impairment
2.016E+11,1,4,17,2016,7,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.016E+11,2,4,21,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,6,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,18,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,18,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,15,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,4,8,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,10,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,1,2016,1,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.016E+11,1,4,9,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,17,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,20,2016,3,Fatal Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,17,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,14,2016,6,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,18,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,7,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,13,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,18,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,16,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,5,2016,6,Injury,Helmet,TRUE,FALSE,NaN,None
2.016E+11,2,3,9,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,18,2016,4,Injury,Helmet,TRUE,FALSE,NaN,None
2.016E+11,2,1,11,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,6,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,13,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,1,14,2016,5,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,1,15,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,17,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,17,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,3,1,17,2016,7,No Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,1,8,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,17,2016,2,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,1,8,2016,1,Injury,No Helmet,FALSE,FALSE,TRUE,"Drugs, Alcohol, or Medication"
2.016E+11,1,1,7,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,20,2016,3,NaN,NaN,NaN,NaN,NaN,NaN
2.016E+11,2,2,16,2016,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,12,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,16,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,17,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,19,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,13,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,10,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,14,2016,1,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,2,15,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,9,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,14,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,2,19,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,17,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,17,2016,7,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.016E+11,1,2,18,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,21,2016,7,No Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.016E+11,1,3,11,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.016E+11,2,3,16,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,10,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,9,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,2,16,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,22,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.016E+11,2,1,10,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,21,2016,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,22,2016,4,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.016E+11,1,1,17,2016,1,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,2,12,2016,6,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,2,21,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,13,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,16,2016,4,Injury,No Helmet,FALSE,FALSE,FALSE,NaN
2.016E+11,2,3,9,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,1,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,21,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,9,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,14,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,6,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,17,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,NaN
2.016E+11,1,2,11,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,19,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,8,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,17,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,17,2016,7,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,11,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,2,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,13,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,2,16,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,18,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,9,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,19,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,2,19,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,23,2016,6,Injury,Helmet,TRUE,NaN,NaN,NaN
2.016E+11,1,3,11,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,18,2016,1,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.016E+11,1,3,17,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,13,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,21,2016,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,15,2016,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,21,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,18,2016,2,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,5,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,2,14,2016,3,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,2,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,17,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,18,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,1,16,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,9,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,12,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,3,6,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,23,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.016E+11,1,3,16,2016,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,19,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,21,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,15,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,10,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,20,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,14,2016,7,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,17,2016,7,Injury,NaN,NaN,FALSE,FALSE,NaN
2.016E+11,1,3,17,2016,6,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,3,10,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,19,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,16,2016,4,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,3,13,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,16,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,13,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,20,2016,3,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,4,16,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,5,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,19,2016,6,Injury,NaN,NaN,NaN,NaN,None
2.016E+11,1,3,16,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,22,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,14,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,2,16,2016,6,Injury,NaN,NaN,NaN,NaN,None
2.016E+11,2,2,11,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,18,2016,6,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,1,16,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,18,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,19,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,21,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,18,2016,1,Fatal Injury,NaN,NaN,TRUE,TRUE,"Drugs, Alcohol, or Medication"
2.016E+11,1,4,16,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,15,2016,7,No Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,4,14,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,14,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,21,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,8,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,13,2016,3,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,18,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,19,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,21,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,1,21,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,17,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,16,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,15,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,15,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,22,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,11,2016,6,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,1,9,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,18,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,19,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,9,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,19,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,12,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,12,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,3,19,2016,3,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,3,12,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,8,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,8,2016,6,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,2,18,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,1,13,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,18,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,18,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,12,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,19,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,18,2016,5,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,5,0,2016,1,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,7,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,20,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,4,5,2016,3,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,1,20,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,17,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,19,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,4,13,2016,7,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,2,2,12,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,20,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,5,19,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,17,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,0,2016,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,12,2016,6,Fatal Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.016E+11,2,5,10,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,4,11,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,12,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,2,2016,1,Injury,No Helmet,FALSE,TRUE,NaN,None
2.016E+11,1,1,15,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,16,2016,7,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.016E+11,1,5,1,2016,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,5,14,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,21,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,2,18,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,3,17,2016,3,Fatal Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,5,12,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,11,2016,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,16,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,10,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,5,15,2016,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,16,2016,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,3,2016,3,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.016E+11,1,5,20,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,13,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,5,10,2016,7,Injury,NaN,NaN,FALSE,FALSE,None
2.016E+11,1,5,11,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,4,21,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,5,8,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,23,2016,2,Fatal Injury,No Helmet,FALSE,FALSE,TRUE,None
2.016E+11,2,2,19,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.016E+11,1,5,4,2016,6,Fatal Injury,No Helmet,FALSE,TRUE,TRUE,"Drugs, Alcohol, or Medication"
2.016E+11,2,4,23,2016,7,Fatal Injury,Helmet,TRUE,NaN,NaN,NaN
2.016E+11,1,5,18,2016,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,4,7,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,4,22,2016,1,Injury,Helmet,TRUE,TRUE,FALSE,None
2.016E+11,1,4,19,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,17,2016,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,1,16,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,2,5,9,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,10,2016,2,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,19,2016,6,Injury,No Helmet,FALSE,NaN,NaN,Other Physical Impairment
2.016E+11,1,5,6,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,15,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,16,2016,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,1,15,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,5,12,2016,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,3,12,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,19,2016,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,3,2,15,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,5,10,2016,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,2,2,18,2016,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,6,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.016E+11,1,5,15,2016,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,16,2016,2,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.016E+11,1,4,20,2016,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.016E+11,1,5,16,2016,4,Injury,Helmet,TRUE,FALSE,FALSE,None
